Detected kernel version 4.15.0, which is below the recommended minimum of 5.5.0; this can cause the process to hang. It is recommended to upgrade the kernel to the minimum version or higher.
min2
SimMTM
input_len:336
backbone:vanilla
encoder_depth:1
mask_size:336
mask_rate:0.25
mask_num:3
is_decomp:True
is_norm:True
CI:True
part:s
decomp:fft
st_sep:3.5
topk:25
epoch: 1/20
tensor(2.9814, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1075, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1742, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1479, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1782, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1187, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1466, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1160, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1542, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1487, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1339, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1449, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1869, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1017, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0281, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1170, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0926, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1438, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1782, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1540, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1251, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.2212, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1289, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0863, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0769, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0834, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1017, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1679, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1374, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1058, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.2224, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1776, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1051, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1790, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0498, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0511, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1156, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1253, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0588, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0332, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0976, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0746, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1437, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0716, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0984, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0812, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1847, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0719, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1058, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1066, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0261, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0806, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1580, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1207, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0936, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0121, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0412, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0773, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0539, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0475, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0843, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0811, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0042, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0355, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0164, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0279, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0590, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9864, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0288, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1125, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0493, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0440, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0219, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9838, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0359, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0282, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0079, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9990, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0457, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0330, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9885, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0262, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0611, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0462, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0483, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9738, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9013, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0176, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0349, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9817, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9645, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9748, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9938, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9911, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9850, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9594, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9872, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0338, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9676, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9348, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9516, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0047, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9514, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9773, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9377, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9422, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9482, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9820, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9664, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9823, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0016, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9540, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9784, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9988, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9863, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9447, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9106, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9842, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0051, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9515, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9371, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9397, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9493, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9367, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9892, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9491, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9257, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9264, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9360, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9253, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9178, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9139, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0068, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8917, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8678, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9271, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8823, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9757, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9238, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9319, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9325, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9424, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9036, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8642, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9147, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9040, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8203, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8535, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9563, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9102, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8281, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9024, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9037, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9290, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8836, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8642, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8902, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8280, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8335, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8082, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8694, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8949, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9412, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8747, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8867, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8752, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9036, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9709, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8838, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9526, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9070, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9679, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8276, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8399, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9218, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9154, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8894, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8518, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8788, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8406, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8762, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8322, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8545, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9176, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8532, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9528, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8668, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7710, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8002, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8231, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8307, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8766, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8127, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8262, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8912, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8056, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8236, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9265, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8664, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8072, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8036, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9000, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8325, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8578, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7972, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7616, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8374, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8047, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8458, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7752, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8068, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7631, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8410, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7885, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8317, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8030, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7327, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7949, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7663, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9091, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7834, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8121, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8011, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8054, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8339, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7852, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8201, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7484, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7874, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7868, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7680, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7516, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7848, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8234, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7552, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8342, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7866, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7366, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8165, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7747, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7504, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8799, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8012, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7250, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7749, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7694, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7586, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7917, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7958, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7268, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7717, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7930, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7374, device='cuda:0', grad_fn=<AddBackward0>)
