Detected kernel version 4.15.0, which is below the recommended minimum of 5.5.0; this can cause the process to hang. It is recommended to upgrade the kernel to the minimum version or higher.
hour1
SimMTM
input_len:336
backbone:vanilla
encoder_depth:1
mask_size:336
mask_rate:0.25
mask_num:3
is_decomp:True
is_norm:True
CI:True
part:s
decomp:fft
st_sep:3.5
topk:25
epoch: 1/20
tensor(3.2189, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.5338, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.4686, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.4918, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.5358, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.4107, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.4698, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.3971, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.3940, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.3606, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.4778, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.3996, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.4290, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.4654, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.4077, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.4017, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.4867, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.3986, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.4542, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.3359, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.3933, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.4027, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.3968, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.4259, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.3293, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.4196, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.3733, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.3555, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.3810, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.3973, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.4727, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.4100, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.3428, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.3704, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.2566, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.3963, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.2877, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.3538, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.3656, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.3771, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.4219, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.3383, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.3158, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.3175, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.3126, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.2490, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.3195, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.2297, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.2440, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.3047, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.3141, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.2790, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.2094, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.2240, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.3285, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.2059, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.2413, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.4069, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.2548, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.2547, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1908, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1804, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.2960, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.2433, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.2408, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.3671, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.4748, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.2677, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.2117, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.2761, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1404, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.2539, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.2923, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.3326, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.2041, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.2022, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.2418, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.2221, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1609, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1630, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1974, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1976, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1263, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1749, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1413, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0989, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1431, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.2818, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1077, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1243, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0906, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1634, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1936, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1455, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.2190, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.2375, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1307, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1204, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.2772, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.2329, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1555, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0567, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.2062, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1528, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1604, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1060, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0613, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.2497, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1736, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1343, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0801, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9994, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1300, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.2301, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0728, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1388, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0943, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0481, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0501, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1003, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1149, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1059, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1285, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.2193, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9968, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0392, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0462, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1180, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0474, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0551, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1715, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0744, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1350, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1560, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0002, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0440, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1290, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0796, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0362, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9917, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0271, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0961, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1236, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0171, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0674, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0542, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0287, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0202, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1055, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9803, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1319, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0697, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9849, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9445, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9215, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0959, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9875, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9827, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9904, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9765, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9572, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9718, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0237, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9420, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9893, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0690, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0576, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1653, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0484, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.1228, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9875, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0825, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0474, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0213, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0268, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9946, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0814, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9980, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9577, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9685, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9428, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9903, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9911, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9671, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9191, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9799, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9646, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9722, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9373, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9354, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0543, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9530, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9126, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9102, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9138, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9221, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9563, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9741, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9470, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9211, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9737, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9146, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9185, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9684, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0582, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9301, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9878, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9659, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9237, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9416, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9869, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9691, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9684, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0473, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8961, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8831, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8716, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0024, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0146, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9872, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9285, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9545, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0773, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8965, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9387, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8961, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9510, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9158, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9945, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9042, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9094, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0159, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9131, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9311, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8825, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8961, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8937, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9672, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9604, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8981, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8975, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8773, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8794, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8959, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8775, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9862, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9584, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8908, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9370, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8611, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9359, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9392, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9031, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8577, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9832, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0758, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9603, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9852, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9444, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9262, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9709, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8899, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8747, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9051, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8114, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0161, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8734, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8484, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8969, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8896, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8001, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8411, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9266, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9367, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9481, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8936, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9092, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8822, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8876, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8696, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9211, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8018, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8310, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9269, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9446, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9337, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9364, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8468, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9246, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8730, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8217, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0064, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8818, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8126, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8276, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8168, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9119, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8431, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9130, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9141, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8815, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9530, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8915, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9177, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8368, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9321, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7864, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0316, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8255, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7921, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8214, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7796, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8099, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9148, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8720, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9625, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8633, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8920, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7835, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8951, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9110, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7787, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8306, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8029, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8397, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7864, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9288, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8684, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7596, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8143, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8301, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8656, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8086, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7701, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7945, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7880, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8004, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8664, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8269, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8955, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7988, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8490, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8123, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7797, device='cuda:0', grad_fn=<AddBackward0>)
tensor(2.0117, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8664, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8527, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8256, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8198, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9026, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8790, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7969, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7420, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8110, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8138, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8077, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.8170, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7797, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7807, device='cuda:0', grad_fn=<AddBackward0>)
